CSA Name,Capital Pool,Investment,Property Name,Brookfield,Market,% of Portfolio,Brookfield,Market,% of Portfolio,Brookfield,Market,% of Portfolio,Brookfield,Market,% of Portfolio,Brookfield,Market,% of Portfolio, 
"Los Angeles-Long Beach, CA",BPREP US,Vernon Logistics Portfolio,2620 East Vernon Avenue,,,,2.00%,1.28%,0.06%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US,Vernon Logistics Portfolio,2651 East Vernon Ave,,,,2.02%,1.28%,0.64%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US,Vernon Logistics Portfolio,2716 East Vernon Ave,,,,2.00%,1.28%,0.23%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US / BPREP US Carmel Co-Invest,Coastal Multifamily Portfolio,8th and Grand,,,,,,,-4.08%,0.93%,3.37%,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US / BPREP US Carmel Co-Invest,Coastal Multifamily Portfolio,Alder,,,,,,,1.89%,0.93%,1.39%,,,,,,,
"Los Angeles-Long Beach, CA",BPREP US / BPREP US Carmel Co-Invest,Coastal Multifamily Portfolio,Atelier,,,,,,,-4.05%,0.93%,2.29%,,,,,,,
"Los Angeles-Long Beach, CA",BPY / CIC/BPY Retail,Core Retail,Galleria at Tyler,,,,,,,,,,,,,1.64%,1.10%,0.59%,
"Los Angeles-Long Beach, CA",BPY / CIC/BPY Retail,Core Retail,Glendale Galleria,,,,,,,,,,,,,2.23%,1.10%,2.23%,
"Los Angeles-Long Beach, CA",BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Northridge Fashion Center,,,,,,,,,,,,,-1.52%,1.10%,1.14%,
"Los Angeles-Long Beach, CA",BSREP III,BSREP III US Logistics,14555 Alondra Boulevard,,,,-29.24%,1.28%,0.75%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BSREP III,BSREP III US Logistics,1601 Steel,,,,48.50%,1.28%,,,,,,,,,,,
"Los Angeles-Long Beach, CA",BSREP III,BSREP III US Logistics,1603 Steel,,,,3.00%,1.28%,0.30%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BSREP III,BSREP III US Logistics,825 E. Central,,,,-49.26%,1.28%,,,,,,,,,,,
"Los Angeles-Long Beach, CA",BSREP III,BSREP III US Logistics,890 E. Mill,,,,64.19%,1.28%,,,,,,,,,,,
"Los Angeles-Long Beach, CA",BSREP III / BSREP III Forest City Co-Invest,Forest City,Metro 417,,,,,,,-0.30%,0.93%,0.98%,,,,,,,
"Los Angeles-Long Beach, CA",BSREP III / BSREP III Forest City Co-Invest / BSREP V,BSREP V US Multifamily / Forest City,The Met Los Angeles,,,,,,,-1.73%,0.93%,0.85%,,,,,,,
"Los Angeles-Long Beach, CA",BSREP IV,BSREP IV North American Logistics Portfolio,14601 Slover Avenue,,,,-6.89%,1.28%,-0.16%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BSREP IV,BSREP IV North American Logistics Portfolio,1880 Riverview Drive,,,,3.00%,1.28%,-0.05%,,,,,,,,,,
"Los Angeles-Long Beach, CA",BSREP IV,Watermark Lodging,Westin Pasadena,7.55%,0.43%,3.18%,,,,,,,,,,,,,
"Los Angeles-Long Beach, CA",DTLA,601 Figueroa,Figueroa at Wilshire,,,,,,,,,,-63.54%,1.22%,,,,,
"Los Angeles-Long Beach, CA",DTLA,Bank of America Plaza,Bank of America Plaza,,,,,,,,,,-30.30%,1.22%,0.01%,,,,
"Los Angeles-Long Beach, CA",DTLA,Ernst & Young Plaza,Ernst & Young Plaza,,,,,,,,,,-6.99%,1.22%,0.01%,,,,
"Los Angeles-Long Beach, CA",DTLA,FIG at 7th,FIGat7th,,,,,,,,,,-2.58%,1.22%,0.00%,,,,
"Los Angeles-Long Beach, CA",DTLA,Wells Fargo Center North,Wells Fargo Center - North Tower,,,,,,,,,,7.62%,1.22%,0.00%,,,,
"Los Angeles-Long Beach, CA",DTLA,Wells Fargo Center South,Wells Fargo Center - South Tower,,,,,,,,,,-34.25%,1.22%,,,,,
"Los Angeles-Long Beach, CA",US Office Fund,Marina Towers,Marina Towers,,,,,,,,,,-2.08%,1.22%,0.70%,,,,
"Louisville/Jefferson County--Elizabethtown, KY-IN",BPY / CIC/BPY Retail,Core Retail,Mall St. Matthews,,,,,,,,,,,,,-5.54%,2.63%,0.30%,
"Louisville/Jefferson County--Elizabethtown, KY-IN",BPY / CIC/BPY Retail,Core Retail,Oxmoor Center Mall,,,,,,,,,,,,,3.98%,2.63%,0.58%,
"Macon-Bibb County--Warner Robins, GA",BPY / CIC/BPY Retail,Core Retail,The Shoppes at River Crossing,,,,,,,,,,,,,4.37%,2.78%,0.23%,
"Miami-Port St. Lucie-Fort Lauderdale, FL",,,,1.87%,3.84%,2.18%,,,,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",,,Mayfair House,3.52%,3.84%,2.07%,,,,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,10800 - 10810 NW 92nd Terrace,,,,32.73%,3.10%,2.33%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,1900 NW 92nd Ave,,,,-75.88%,3.10%,,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,2105 NW 102nd Ave,,,,2.72%,3.10%,0.25%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,3400 NW 74th Ave,,,,3.10%,3.10%,3.55%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,700 Banyan,,,,2.00%,3.10%,1.04%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,7500 NW 35th Terrace,,,,3.02%,3.10%,1.25%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,8800 NW 79th Ave,,,,3.00%,3.10%,0.32%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,America's Gateway Park Building 1,,,,28.30%,3.10%,0.66%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,America's Gateway Park Building 2,,,,11.30%,3.10%,0.65%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,America's Gateway Park Building 3,,,,-24.39%,3.10%,,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,America's Gateway Park Building 4,,,,44.31%,3.10%,0.27%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,Deerfield - 674 Building,,,,15.83%,3.10%,0.47%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,Deerfield - 700,,,,3.63%,3.10%,0.49%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,Deerfield - 712 Building,,,,27.86%,3.10%,0.53%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,Deerfield - 736 Building,,,,9.10%,3.10%,0.58%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,Medley Palms,,,,9.98%,3.10%,0.58%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,Palmetto Airport Center 1,,,,9.96%,3.10%,0.57%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,National Logistics Portfolio,Palmetto Airport Center 2,,,,18.72%,3.10%,0.55%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,Solano at Miramar,Solano at Miramar,,,,,,,1.33%,2.07%,2.06%,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPREP US,Vernon Logistics Portfolio,14290 Northwest 4th Street,,,,2.00%,3.10%,0.21%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPY / BWS / CIC/BPY Retail,Shops at Merrick Park,Shops at Merrick Park,,,,,,,,,,,,,11.67%,2.26%,1.57%,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPY / CIC/BPY Retail,Core Retail,Miami Design District,,,,,,,,,,,,,12.24%,2.26%,6.88%,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Mizner Park,,,,,,,,,,,,,1.52%,2.26%,0.36%,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Pembroke Lakes Mall,,,,,,,,,,,,,-1.76%,2.26%,0.54%,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BSREP III,BSREP III US Logistics,2280 West Copans Road,,,,-5.67%,3.10%,0.45%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BSREP III,BSREP III US Logistics,3245 W. McNab Road,,,,15.06%,3.10%,0.09%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BSREP III,BSREP III US Logistics,Airport West Commerce Center,,,,3.92%,3.10%,0.40%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BSREP III,BSREP III US Logistics,Commerce Center at Countyline,,,,3.50%,3.10%,1.34%,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BSREP III,Hilton Fort Lauderdale Marina,Hilton Ft. Lauderdale,4.31%,3.84%,4.78%,,,,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BSREP III,Marriott Hutchinson Island,Marriott Hutchinson Island,6.46%,3.84%,1.56%,,,,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BSREP IV,BSREP IV North American Logistics Portfolio,1500 NW 95th Ave,,,,-49.51%,3.10%,,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BSREP IV,Watermark Lodging,Hawk's Cay,-11.45%,3.84%,1.56%,,,,,,,,,,,,,
"Miami-Port St. Lucie-Fort Lauderdale, FL",BSREP IV,Watermark Lodging,Ritz Ft. Lauderdale,3.91%,3.84%,4.52%,,,,,,,,,,,,,
"Milwaukee-Racine-Waukesha, WI",,,Mayfair,,,,,,,,,,,,,6.95%,0.34%,1.07%,
"Minneapolis-St. Paul, MN-WI",BPY / CIC/BPY Retail,Core Retail,Ridgedale Center,,,,,,,,,,,,,-3.43%,0.99%,0.53%,
"Nashville-Davidson--Murfreesboro, TN",Brookfield US REIT (NTR),The Burnham,The Burnham Nashville,,,,,,,-8.20%,86.81%,2.50%,,,,,,,
"Nashville-Davidson--Murfreesboro, TN",BSREP IV,BSREP IV North American Logistics Portfolio,733 Massman Drive,,,,36.83%,3.38%,0.22%,,,,,,,,,,
"New Orleans-Metairie-Slidell, LA-MS",BPY / CIC/BPY Retail,Core Retail,Oakwood Center LA,,,,,,,,,,,,,-19.18%,1.45%,0.13%,
"New Orleans-Metairie-Slidell, LA-MS",BPY / CIC/BPY Retail,Core Retail,Oakwood Mall WI,,,,,,,,,,,,,-0.18%,1.45%,0.18%,
"New Orleans-Metairie-Slidell, LA-MS",BSREP IV,Watermark Lodging,Hyatt Centric French Quarter,-8.91%,2.06%,1.68%,,,,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",,,Manhattan West - Retail,,,,,,,,,,12.67%,1.19%,,,,,
"New York-Newark, NY-NJ-CT-PA",,,Pendry Manhattan West,11.97%,5.09%,6.75%,,,,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BOZ / BPY,The Bellslip,The Bellslip,,,,,,,1.59%,1.27%,3.47%,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BOZ / BPY / CIC/BPY Retail,The SoNo Collection,The SoNo Collection,,,,,,,,,,,,,-2.37%,1.56%,0.37%,
"New York-Newark, NY-NJ-CT-PA",BPREP US,National Logistics Portfolio,1 Adams Boulevard,,,,2.50%,2.11%,0.51%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US,National Logistics Portfolio,10 Industrial Avenue,,,,4.75%,2.11%,0.43%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US,National Logistics Portfolio,10 Patton Drive,,,,3.00%,2.11%,1.09%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US,National Logistics Portfolio,100 Commercial St,,,,-0.60%,2.11%,0.44%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US,National Logistics Portfolio,111 Kero,,,,2.02%,2.11%,0.71%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US,National Logistics Portfolio,135 Spagnoli Road,,,,3.34%,2.11%,0.74%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US,National Logistics Portfolio,241 Clinton,,,,2.90%,2.11%,0.66%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US,National Logistics Portfolio,303 Smith Street,,,,-7.57%,2.11%,0.29%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US,National Logistics Portfolio,55 Bay Street,,,,4.50%,2.11%,1.44%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US,National Logistics Portfolio,55 Railroad,,,,31.67%,2.11%,0.31%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US,Vernon Logistics Portfolio,60 Seaview Drive,,,,2.00%,2.11%,0.59%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US / BPREP US Carmel Co-Invest,Coastal Multifamily Portfolio,15 Cliff,,,,,,,2.17%,1.27%,1.23%,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US / BPY,333 West 34th Street,333 W 34th Street,,,,,,,,,,-84.63%,1.19%,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US / BPY,One Blue Slip,One Blue Slip,,,,,,,1.15%,1.27%,2.99%,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPREP US / BPY,One New York Plaza,One New York Plaza,,,,,,,,,,-1.50%,1.19%,3.64%,,,,
"New York-Newark, NY-NJ-CT-PA",BPY,BPY Office US,300 Madison Avenue,,,,,,,,,,-0.00%,1.19%,8.45%,,,,
"New York-Newark, NY-NJ-CT-PA",BPY,BPY Office US,Brookfield Place - 300 Vesey Street,,,,,,,,,,6.51%,1.19%,1.87%,,,,
"New York-Newark, NY-NJ-CT-PA",BPY,BPY Office US,One Manhattan West,,,,,,,,,,-1.42%,1.19%,21.20%,,,,
"New York-Newark, NY-NJ-CT-PA",BPY,BPY Office US,The Lofts at Manhattan West,,,,,,,,,,-16.22%,1.19%,,,,,
"New York-Newark, NY-NJ-CT-PA",BPY,Two Blue Slip,Two Blue Slip,,,,,,,1.29%,1.27%,3.89%,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPY / BWS,Five Manhattan West - Office,Five Manhattan West,,,,,,,,,,-17.60%,1.19%,20.92%,,,,
"New York-Newark, NY-NJ-CT-PA",BPY / BWS,Grace Building,Grace Building,,,,,,,,,,-21.17%,1.19%,28.33%,,,,
"New York-Newark, NY-NJ-CT-PA",BPY / BWS,One Liberty Plaza,One Liberty Plaza,,,,,,,,,,6.13%,1.19%,10.92%,,,,
"New York-Newark, NY-NJ-CT-PA",BPY / BWS,The Eugene,The Eugene,,,,,,,4.64%,1.27%,9.95%,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BPY / BWS,Two Manhattan West,Two Manhattan West,,,,,,,,,,54.17%,1.19%,,,,,
"New York-Newark, NY-NJ-CT-PA",BPY / CIC/BPY Retail,Core Retail,685 Fifth Avenue Retail,,,,,,,,,,,,,0.47%,1.56%,0.78%,
"New York-Newark, NY-NJ-CT-PA",BPY / CIC/BPY Retail,Core Retail,730 Fifth Avenue - Retail,,,,,,,,,,,,,3.99%,1.56%,2.62%,
"New York-Newark, NY-NJ-CT-PA",BPY / CIC/BPY Retail,Core Retail,Paramus Park,,,,,,,,,,,,,13.62%,1.56%,0.25%,
"New York-Newark, NY-NJ-CT-PA",BPY / CIC/BPY Retail,Core Retail,Staten Island Mall,,,,,,,,,,,,,-0.81%,1.56%,1.37%,
"New York-Newark, NY-NJ-CT-PA",BPY / CIC/BPY Retail,Core Retail,Willowbrook Mall (NJ),,,,,,,,,,,,,-3.61%,1.56%,1.77%,
"New York-Newark, NY-NJ-CT-PA",BSREP II,BSREP II US Manufactured Housing,Waterside,,,,,,,2.36%,1.27%,8.93%,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP III,BSREP III US Logistics,125 James,,,,4.38%,2.11%,0.15%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP III,BSREP III US Logistics,20 Harry Shupe Blvd,,,,3.00%,2.11%,5.22%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP III,BSREP III US Logistics,40 Verona Ave.,,,,0.00%,,0.27%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP III,BSREP III US Logistics,426 Eagle Rock,,,,15.76%,2.11%,0.49%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP III,BSREP III US Logistics,485 S Broadway,,,,143.06%,2.11%,,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP III,BSREP III US Logistics,80-98 North Main Street,,,,30.59%,2.11%,7.90%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP III,BSREP III US Logistics,Belmont Distribution Center,,,,-47.57%,2.11%,,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP III,BSREP III US Logistics,Monroe 8A Logistics Center,,,,2.92%,2.11%,4.81%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP III / BSREP III Forest City Co-Invest,Forest City,VYV North,,,,,,,0.42%,1.27%,2.70%,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP III / BSREP III Forest City Co-Invest,Forest City,VYV South,,,,,,,0.42%,1.27%,2.92%,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP IV,BSREP IV North American Logistics Portfolio,100 Lake Drive,,,,0.00%,,0.13%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP IV,BSREP IV North American Logistics Portfolio,100 Randolph Road,,,,11.48%,2.11%,0.83%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP IV,BSREP IV North American Logistics Portfolio,106 Kenny Place,,,,2.21%,2.11%,0.53%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP IV,BSREP IV North American Logistics Portfolio,125-127 Kingsland Ave,,,,8.94%,2.11%,0.22%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP IV,BSREP IV North American Logistics Portfolio,50 Randolph Road,,,,2.60%,2.11%,-0.22%,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP IV,BSREP IV North American Logistics Portfolio,55-40 44th Street,,,,53.67%,2.11%,,,,,,,,,,,
"New York-Newark, NY-NJ-CT-PA",BSREP IV,BSREP IV North American Logistics Portfolio,65-75 Kingsland Ave,,,,-3.22%,2.11%,0.15%,,,,,,,,,,
"Oklahoma City-Shawnee, OK",BPY / CIC/BPY Retail,Core Retail,Quail Springs Mall,,,,,,,,,,,,,-8.17%,0.71%,0.14%,
"Oklahoma City-Shawnee, OK",BPY / CIC/BPY Retail,Core Retail,Sooner Mall,,,,,,,,,,,,,-9.92%,0.71%,0.12%,
"Omaha-Fremont, NE-IA",BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Westroads Mall,,,,,,,,,,,,,-0.16%,2.33%,0.42%,
"Orlando-Lakeland-Deltona, FL",BPREP US,National Logistics Portfolio,2002 Directors Row,,,,-49.26%,3.12%,,,,,,,,,,,
"Orlando-Lakeland-Deltona, FL",BPREP US,Vernon Logistics Portfolio,6950 Presidents Drive,,,,2.00%,3.12%,0.09%,,,,,,,,,,
"Orlando-Lakeland-Deltona, FL",BPY / CIC/BPY Retail,Core Retail,Altamonte Mall,,,,,,,,,,,,,-2.60%,2.08%,0.73%,
"Orlando-Lakeland-Deltona, FL",Brookfield US REIT (NTR),Domain,Domain,,,,,,,-3.00%,2.40%,0.96%,,,,,,,
"Orlando-Lakeland-Deltona, FL",Brookfield US REIT (NTR),Mclane Distribution Center,McLane Distribution Center,,,,1.71%,3.12%,0.54%,,,,,,,,,,
"Orlando-Lakeland-Deltona, FL",BSREP III,BSREP III US Logistics,McCoy Field Logistics Center - Phase 1,,,,3.14%,3.12%,,,,,,,,,,,
"Philadelphia-Reading-Camden, PA-NJ-DE-MD",,,,1.33%,1.74%,4.10%,,,,,,,,,,,,,
"Philadelphia-Reading-Camden, PA-NJ-DE-MD",BPREP US,National Logistics Portfolio,9775 Commerce Circle,,,,31.33%,2.44%,0.85%,,,,,,,,,,
"Philadelphia-Reading-Camden, PA-NJ-DE-MD",BPREP US,Vernon Logistics Portfolio,1511 Lancer Drive,,,,2.00%,2.44%,0.06%,,,,,,,,,,
"Philadelphia-Reading-Camden, PA-NJ-DE-MD",BPY / CIC/BPY Retail,Core Retail,Christiana Mall,,,,,,,,,,,,,-3.08%,1.23%,2.34%,
"Philadelphia-Reading-Camden, PA-NJ-DE-MD",Brookfield US REIT (NTR),Briggs + Union,Briggs + Union,,,,,,,1.72%,2.00%,1.67%,,,,,,,
"Phoenix-Mesa, AZ",BPREP US,National Logistics Portfolio,Penhall Phoenix,,,,0.00%,,0.12%,,,,,,,,,,
"Phoenix-Mesa, AZ",BPREP US,Vernon Logistics Portfolio,640 South 54th Ave,,,,2.00%,1.39%,0.07%,,,,,,,,,,
"Pittsburgh-Weirton-Steubenville, PA-OH-WV",Brookfield US REIT (NTR),2626 South Side Flats,2626 South Side Flats,,,,,,,-0.20%,3.37%,0.85%,,,,,,,
"Portland-Lewiston-South Portland, ME",BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,The Maine Mall,,,,,,,,,,,,,1.31%,0.66%,0.49%,
"Portland-Vancouver-Salem, OR-WA",BPY / CIC/BPY Retail,Core Retail,Clackamas Town Center,,,,,,,,,,,,,1.77%,0.76%,0.62%,
"Portland-Vancouver-Salem, OR-WA",BPY / CIC/BPY Retail,Core Retail,Pioneer Place,,,,,,,,,,,,,31.76%,0.76%,0.60%,
"Portland-Vancouver-Salem, OR-WA",Brookfield US REIT (NTR),Verso,Verso,,,,,,,-3.02%,1.00%,0.57%,,,,,,,
"Raleigh-Durham-Cary, NC",BPY / CIC/BPY Retail,Core Retail,The Streets at Southpoint,,,,,,,,,,,,,6.68%,2.86%,1.65%,
"Raleigh-Durham-Cary, NC",BSREP IV,Watermark Lodging,Marriott Raleigh,-2.75%,0.43%,2.86%,,,,,,,,,,,,,
"Rochester-Austin-Winona, MN",BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Apache Mall,,,,,,,,,,,,,-5.31%,0.15%,0.16%,
"Sacramento-Roseville, CA",BPREP US,National Logistics Portfolio,Penhall Sacramento,,,,0.00%,,0.07%,,,,,,,,,,
"Sacramento-Roseville, CA",BSREP IV,Margaritaville Resort Lake Tahoe,Margaritaville Lake Tahoe,13.54%,6.00%,1.61%,,,,,,,,,,,,,
"Salt Lake City-Provo-Orem, UT-ID",BPY / CIC/BPY Retail,Core Retail,Fashion Place,,,,,,,,,,,,,3.34%,1.79%,1.49%,
"San Antonio-New Braunfels-Kerrville, TX",BPY / BWS / CIC/BPY Retail,North Star Mall,North Star Mall,,,,,,,,,,,,,1.60%,0.97%,1.89%,
"San Antonio-New Braunfels-Kerrville, TX",BPY / BWS / CIC/BPY Retail,The Shops at La Cantera,The Shops at La Cantera,,,,,,,,,,,,,5.67%,0.97%,2.64%,
"San Jose-San Francisco-Oakland, CA",BPREP US,Mosso,Mosso,,,,,,,4.96%,1.20%,2.32%,,,,,,,
"San Jose-San Francisco-Oakland, CA",BPREP US,National Logistics Portfolio,M10 Business Park 1,,,,3.44%,0.85%,0.55%,,,,,,,,,,
"San Jose-San Francisco-Oakland, CA",BPREP US,National Logistics Portfolio,M10 Business Park 2,,,,2.39%,0.85%,0.22%,,,,,,,,,,
"San Jose-San Francisco-Oakland, CA",BPREP US,National Logistics Portfolio,M10 Business Park 3,,,,4.34%,0.85%,0.13%,,,,,,,,,,
"San Jose-San Francisco-Oakland, CA",BPREP US,Vernon Logistics Portfolio,33200 Dowe Avenue,,,,2.00%,0.85%,0.14%,,,,,,,,,,
"San Jose-San Francisco-Oakland, CA",BPREP US,Village at San Antonio Center,The Village Residences,,,,,,,8.63%,1.20%,2.90%,,,,,,,
"San Jose-San Francisco-Oakland, CA",BPREP US / BPREP US Carmel Co-Invest,Coastal Multifamily Portfolio,Vintage,,,,,,,0.40%,1.20%,2.01%,,,,,,,
"San Jose-San Francisco-Oakland, CA",BPREP US / BPY,685 Market Street,685 Market Street,,,,,,,,,,-174.24%,1.03%,,,,,
"San Jose-San Francisco-Oakland, CA",BPREP US / BPY,One Post Street,One Post Street,,,,,,,,,,13.39%,1.03%,0.16%,,,,
"San Jose-San Francisco-Oakland, CA",BPY / BSREP II,Rouse Properties,NewPark,,,,,,,,,,,,,0.01%,1.04%,,
"San Jose-San Francisco-Oakland, CA",BPY / BWS / CIC/BPY Retail,Stonestown Galleria,Stonestown Galleria,,,,,,,,,,,,,-1.62%,1.04%,1.07%,
"San Jose-San Francisco-Oakland, CA",BSREP II,Webster 11,Webster Eleven,,,,,,,0.85%,1.20%,1.59%,,,,,,,
"San Jose-San Francisco-Oakland, CA",BSREP III / BSREP III Forest City Co-Invest,Forest City,Bayside Village,,,,,,,4.49%,1.20%,6.72%,,,,,,,
"San Jose-San Francisco-Oakland, CA",BSREP IV,Watermark Lodging,Fairmont Sonoma,-2.07%,4.51%,2.58%,,,,,,,,,,,,,
"San Jose-San Francisco-Oakland, CA",BSREP IV,Watermark Lodging,Marriott San Jose,7.81%,4.51%,4.55%,,,,,,,,,,,,,
"San Jose-San Francisco-Oakland, CA",BSREP IV,Watermark Lodging,Ritz San Francisco,11.44%,4.51%,6.69%,,,,,,,,,,,,,
"Savannah-Hinesville-Statesboro, GA",BPY / CIC/BPY Retail / Future Fund SMA,Future Fund Retail Portfolio,Oglethorpe Mall,,,,,,,,,,,,,-3.49%,1.96%,0.27%,
"Savannah-Hinesville-Statesboro, GA",BSREP IV,BSREP IV North American Logistics Portfolio,6030 Commerce Boulevard,,,,5.25%,3.84%,1.29%,,,,,,,,,,
"Seattle-Tacoma, WA",BPREP US,Cielo,Cielo,,,,,,,-0.93%,1.06%,1.45%,,,,,,,
"Seattle-Tacoma, WA",BPREP US,National Logistics Portfolio,3900 150th Avenue,,,,1.50%,0.78%,0.26%,,,,,,,,,,
"Seattle-Tacoma, WA",BPREP US,Vernon Logistics Portfolio,23000 64th Avenue,,,,2.00%,0.78%,0.09%,,,,,,,,,,
"Seattle-Tacoma, WA",BPY / CIC/BPY Retail,Core Retail,Alderwood Mall,,,,,,,,,,,,,5.09%,1.63%,1.68%,
"Seattle-Tacoma, WA",BPY / CIC/BPY Retail,Core Retail,Shops at Bravern,,,,,,,,,,,,,4.64%,1.63%,0.41%,
"Seattle-Tacoma, WA",BPY / CIC/BPY Retail,Core Retail,Westlake Center,,,,,,,,,,,,,0.27%,1.63%,0.14%,
